lyrics,artist
" [Intro: Spoken ] (Yup!) There it is! Alright, shake your ass to this one, let's do it I don't practice Santeria I ain't got no crystal ball See, I had a million dollars but I I spent it all If I could find that Heina, and that Sancho that she's found Well, I'd pop a cap in Sancho and I'd slap her down But I really wanna know, my baby And I really wanna say I can't define This love, that I lead Woah My soul will have to wait 'til I get back, to find a Heina of my own Daddy's gonna love one and all And I feel the break, feel the break, feel the break and I gotta live it up Oh, yeah uh Well, I swear that I What I really wanna know, my baby And I really wanna say I can't define That love, make it go My soul will have to Wait for a guitar solo, beautiful Jack right now And I really wanna say, my baby And I really wanna say is I've got mine, and I'll make it, yes I'm growin' old Tell Sanchito that if he knows what is good for him he best go run and hide Daddy's got a new Forty-Five (what the fuck!) And I won't think twice to stick that barrel straight own Sancho's throat Believe me when I say that I got somethin' for his punk ass ",Sleeping with Sirens
" The flame, the friction It's the reason that we all become aware And we change for no reason Some say it's better to fall asleep and disappear It's time we finally look at what we've done And wake up So here we are, we're waiting for a fall And on the radio, they're calling on satellites Like they're going to save us all So here we are, I guess I'm praying after all We're calling all, calling all satellites This is a wake up call A call for freedom Is that the reason that we are alive? And we waste, we waste our lives on the wasted Until there's nothing for us left to justify Oh, I don't get it So here we are, we're waiting for a fall And on the radio, they're calling on satellites Like they're going to save us all So here we are, I guess I'm praying after all We're calling all, calling all satellites This is a wake up call Change, no reason Some say it's better to fall asleep and disappear It's time we finally open up our eyes 4... 3... 2... So here we are, we're waiting for a fall And on the radio, they're calling on satellites Like they're going to save us all So here we are, I guess I'm praying after all We're calling all, calling all satellites This is a wake up call So here we are, we're waiting for a fall And on the radio, they're calling on satellites Like they're going to save us... ",Sleeping with Sirens
" I wanna paint down my memories, so I don’t forget Could we dance when it’s cold outside? Can we live with no regrets? So many people get caught up in everything they see But you can't always trust what you believe Sometimes I feel stuck, sometimes I get lost In so much hope I’m drowning Would you save me a spark? (woah) We’ll start a fire that shines a light in the dark Strike a match, make it last, we are all we need (woah) Would you save me a spark, we’ll light up the dark I wanna crash like a tidal wave, sing to the ocean floor I wanna stand in a crowded room, scream with a voice they can’t ignore While everyone is sleeping, I am wide awake Cause hearts are only open when they break Sometimes I feel stuck, sometimes I get lost In so much hope I’m drowning Would you save me a spark? (woah) We’ll start a fire that shines a light in the dark Strike a match, make it last, we are all we need (woah) Would you save me a spark, we’ll light up the dark Let me see you light up the dark I want to see you light up the dark (Woah) I wanna see you light up the dark ",Sleeping with Sirens
" [Intro: Spoken ] So this song is about you guys, and um, about me and being happy In my holy shirt, havin' to talk too much, smilin' about it It goes like this (One, two, three, four) Woah, woah I wanna paint down my memories So I don't forget Could we dance when it's cold outside? Could we live with no regrets? So many people get caught up in everything they see But you can always trust what you believe Sometimes I feel stuck Sometimes I get lost in so much hope I'm drowning Would you save me a spark? Woah We'll start a fire that shines a light in the dark Strike a match Make it last We are all we need (oh) Would you save me a spark? We'll light up the dark We'll light up the dark, ooh I wanna crash like a tidal wave Sinkin' to the ocean floor I wanna stand in a crowded room Screaming the voice they can't ignore While everyone is sleepin' I am wide awake 'Cause hearts are only open when they break Sometimes I feel stuck Sometimes I get lost in so much hope I'm drowning ",Sleeping with Sirens
" True friends lie underneath The witty words I don't believe I can't believe a damn thing they say anymore Lie! Lie! Liar! Liar, you'll pay for your sins Lie! Lie! Liar! Liar, you'll pay for your sins So tell me how does it feel How does it feel to be like you? I think your mouth should be quiet 'Cause it never tells the truth now So tell me, so tell me why Why does it have to be this way? Why can't things ever change? I'm falling over and over again From all the words that you have said It's written on my heart for everyone to see From the place I was, to the place I am, to the place I want to be From the mountains I've been climbing over and under and over So tell me how does it feel How does it feel to be like you? I think your mouth should be quiet 'Cause it never tells the truth now So tell me, so tell me why Why does it have to be this way? Why can't things ever change? So come down now, come down from your tower now (Pa-para para para, Pa-para para para) Come down now from your tower, oh (Pa-para para para, Pa-para para para) Come down, come down from your tower (Pa-para para para, Pa-para para para) Come down, come down, come down from your tower (Pa-para para para, Pa-para para para) So come down now, come down from your tower now (Pa-para para para, Pa-para para para) Come down now from your tower, oh (Pa-para para para, Pa-para para para) Come down, come down from your tower (Pa-para para para, Pa-para para para) Come down, come down, come down from your tower (Pa-para para para, Pa-para para para) ",Sleeping with Sirens
 The hardest thing I'd ever do Is say goodbye and walk slowly away from you But I'll do it And after all this time I shared with you It seems unfair to leave with nothing more than blank stares But I'll do it If it's for the best then I wish you well If it helps to say our life was a living hell Well then do it Then do it Then do it Don't you ever forget about me When you toss and turn in your sleep I hope it's because you can't stop thinking about The reasons why you close your eyes I haunt your dreams at night So you can't stop thinking about me Don't stop thinking about me Do you really think you could see this through Put on a smile and wear it for someone new Don't you do it Cause I know I'm not the easiest one to love But every ounce I have I invest in you But no one said love's not for taking chances ,Sleeping with Sirens
" 1, 2 1,2,3 Stay for tonight If you want to I can show you What my dreams are made of As I'm dreaming of your face I've been away for a long time Such a long time And I miss you there I can't imagine being anywhere else I can't imagine being anywhere else but here How the hell did you ever pick me? Honestly, cause I could sing you a song But I don't think words can express your beauty It's singing to me How the hell did we end up like this? You bring out the beast in me I fell in love from the moment we kissed Since then we've been history They say that love is forever Your forever is all that I need Please stay as long as you need Can't promise that things won't be broken But I swear that I will never leave Please stay forever with me (If you want to, I can show you.) (If you want to, I can show you.) It goes to show, I hope that you know that you are What my dreams are made of And I can't fall asleep I lay in my bed awake at nights And I'll fall in love, you'll fall in love It could mean everything, everything to me Ooh This could mean everything to me ",Sleeping with Sirens
" Oh, my stomach’s tied in knots I’m afraid of what I’ll find if you want to talk tonight, oh oh See, the problem isn't you, it’s me, I know I can tell, I've seen it time after time And I’ll push you away Mmm, I get so afraid Oh, no And I can't live without you now, oh-oh I can't even live with myself, oh-oh-oh And I can't live without you now, oh-oh And I don't want nobody else, oh-oh-oh I only have myself to blame But do you think we can start again? 'Cause I can't live without you Oh, my stomach’s tied in knots I’m afraid of what I’ll find if I see you with him tonight, oh oh See, problem isn't you, it’s me, I know I do this every single time, I’ll push you away Mmm, I get so afraid Oh, no And I can't live without you now, oh-oh I can't even live with myself, oh-oh-oh And I can't live without you now, oh-oh And I don't want nobody else, oh-oh-oh I only have myself to blame But do you think we can start again? I only have myself to blame But do you think we can start again? I only have myself to blame But do you think we can start again? I only have myself to blame Let's start again, let's start again I can't live without you Oh-oh, oh-oh, oh-oh Oh-oh, oh-oh, oh-oh Oh-oh, oh-oh, oh-oh Oh-oh, oh-oh, oh-oh ",Sleeping with Sirens
" Is there a right way for how this goes? You've got your friends and you've got your foes They want a piece of somethin' hot Forget your name like they forgot Oh, ain't that somethin'? So when I see you crash and burn I criticize your every word I'm tryna keep from goin' insane Ain't that the way of this whole damn thing? Oh, tryin' to be something more Nobody's gonna love you if You can't display a way to capture this Nobody's gonna hold your hand and guide you through No, it's up for you to understand Nobody's gonna feel your pain When all is done and it's time for you to walk away So when you have today You should say all that you have to say Say all that you have to say Is there a right way for bein' strong? Feels like I'm doin' things all wrong Still, I'm here just holdin' on Confess my heart and forgive my wrongs Oh, just tryna show you somethin' more Nobody's gonna love you if You can't display a way to capture this Nobody's gonna hold your hand And guide you through It's up for you to understand Nobody's gonna feel your pain When all is done And it's time for you to walk away When you have today You should say all that you have to say ",Sleeping with Sirens
" You got those scissors from the drawer You never dug so deep before If I stop trying, and we start dying You're cutting me out, baby, who you fighting? Who you fighting Who you fighting? You make we wanna love, hate, cry, take every part of you You make me wanna scream, burn, touch, learn every part of you I close my eyes, just close the door You want a minute, I'll give you more Maybe I don't want you either We're both unsettled, nighttime creatures Shadow preachеrs, nighttime creatures You makе me wanna love, hate, cry, take every part of you You make me wanna scream, burn, touch, learn every part of you You wanna break, you break alone You wanna leave, you're on your own, own You wanna break, you break alone You wanna leave, you're on your own, own You make we wanna love, hate, cry, take every part of you You make me wanna scream, burn, touch, learn every part of you ",Sleeping with Sirens
" I've been thinking lately about you and me And all the questions left unanswered, how it all could be And I hope you know, you never left my head And if I ever let you down, I'm sorry I've seen you around here lately, you smile brighter than you should And me, I've been so lonely, I'm glad you're doing good 'Cause I can't forget the way it used to be And if I ever let you down, well, I'm sorry Woah-oh-oh-oh No, I can't let you go-oh-oh-oh And you know that you can take all of me I swear I will be better than before So sing it back, woah-oh-oh-oh No, I can't let you go I'm sorry for the things I've done, things I've done I'm sorry for the man I was and how I treated you I'm sorry for the things I've done, things I've done I'm sorry for the man I was and how I treated you Woah-oh-oh-oh No, I can't let you go-oh-oh-oh And you know that you can take all of me I swear I will be better than before So sing it back, woah-oh-oh-oh No, I can't let you go I've been thinking lately about you and me And all the questions left unanswered, how it all could be And I hope you know, you never left my head And if I ever let you down, I'm sorry ",Sleeping with Sirens
" For everybody doing good, yeah, I wish you well I hope you never have to go through this hell My head's in a cage, I'm locked in a cell I'm not talking shit, I'm just talking, talking to myself I'm not depressed, no, I'm just pissed That I ever could've let my life come to this People looking up while I keep looking down Middle finger to the sky with my head on the ground I wanna take it back, take it back For everybody doing good, yeah, I wish you well I hope you never have to go through this hell My head's in a cage, I'm locked in a cell I'm not talking shit, I'm just talking, talking to myself Is there a cure for this disease? Can anybody help me? I'm down on my knees See all these happy people with their head held high? I have everything I want, but I'm barely alive For everybody doing good, yeah, I wish you well I hope you never have to go through this hell My head's in a cage, I'm locked in a cell I'm not talking shit, I'm just talking, talking to myself I'm just talking, talking to myself I'm just talking, talking to myself Is there a cure for this disease? I'm tired of living my life on my knees ",Sleeping with Sirens
" [Intro: Kellin Quinn &amp; Jesse Lawson ] Tally up those points for me, we're settling the score After everything we've started you're gonna keep begging me for more (Watch this) (Start this again) Tally up those points for me, we're settling the score After everything we've started, you're gonna keep begging me for more You don't need to tell me all about the person I have been Keep believing that we've given up, we're not giving in I promise, this is personal Whoa, look at what you've started here Whoa, no, I just can't take it anymore Look at what you've started now, whoa Right now, I hope this makes you nervous Tell me what were you thinking when you kept calling us out Or you thought we would sit quietly and let you keep running your mouth? You don't need to tell me all about, I want original, we are Keep believing that we're over with, we'll prove ya (Prove you wrong!) Whoa, look at what you've started here Whoa, no, I just can't take it anymore Look at what you've started now, whoa Right now, I hope this makes you nervous [Bridge: Kellin Quinn &amp; Jesse Lawson ] I hope you know you are what made us this time I hope you know we'll never fall out of line I hope you know we'll be the greatest this time I hope that you remember Remember, remember, remember I hope you remember the last time we tried from the start You took things I needed, you took me apart Take me back, start this again ",Sleeping with Sirens
" Don't fuck with us, Bow! You're a hypocrite, you're so full of shit You want everyone to just think and look and act just like you do But we're over it, we're not giving in And now, it's time to beg forgiveness for the selfish things you do I've got a short fuse, so don't you go push it, man Don't fuck with me, you better back off while you can I got you right where I want ya, and this is how it ends It ends with me on top, you down there at the bottom Don't fuck with us, we're the best there ever was So what'd you think this was? You wanna seem dangerous? It must be so hard for you not to seem like the coward that you are And when it's said and done and when you've got no one Then you'll have to beg forgiveness for the man that you've become I hope you feel so disrespected I've got a short fuse, so don't you go push it, man Don't fuck with me, you better back off while you can I got you right where I want ya, and this is how it ends It ends with me on top, you down there at the bottom Don't fuck with us, we're the best there ever was We're the best there ever was We're the best there ever was Best there ever was, check it If you copy one, if you copy two There'll be a million motherfuckers that are just like you But if you keep it real and you stay true There's nothing in this life that you can't do C'mon! What what what what! Get up, get up! ",Sleeping with Sirens
" I hate the way that this feels, the taste It's nothing new Your words they overtake me Here I am, I'm yours I feel it deep in my skin Your grace is poisonous Your eyes they focus in on mine Hold me close we're sinking fast When all we know is falling I'll save something for you You who are all alone (all alone) When everything is beautiful, when everything's okay Or even if it's not okay I'll say: It's all for you, for you, for you For you, for you, for you and only you How can I convince myself that I I haven't been myself in a long time There's blood on my hands and the killer's not my enemy It's all for the sake of love There's blood on my hands Oh no no no no, oh no no no no There's blood on my hands Oh no no no no, oh no no no no When all we know is falling I'll save something for you You who are all alone (all alone) When everything is beautiful, when everything's okay Or even if it's not okay I'll say: It's all for you, for you, for you For you, for you, for you and only you I can feel it in my fingertips And I can taste this in the air I know somehow there is something new I see it so clearly I can feel your hand on my fingertips I see it oh, so clear I know it's for you, I see so clear ",Sleeping with Sirens
" Just open up like a page in a book These words that I'm writing won't be misunderstood If I'm dishonest, bring me back to my knees Show me why I'm even able to speak I'll testify, please help me to see Don't close your eyes, keep your eyes on me Open up, open up now (So make me strong) There's blood on my hands and the killer's not my enemy It's all for the sake of love, it's all for you When all we know is falling, I'll save something for you You who are all alone (All alone) When everything is beautiful, when everything's okay Even if it's not okay, I'll say ""It's all for you, for you, for you For you, for you, for you and only you"" (Only you) These hands hold up nothing but scars underneath From swimming these oceans and learning to breathe So often I tell them, so often they listen to me (So make me strong) There's blood on my hands and the killer's not my enemy It's all for the sake of love, it's all for you When all we know is falling, I'll save something for you You who are all alone (All alone) When everything is beautiful, when everything's okay Even if it's not okay, I'll say ""It's all for you, for you, for you For you, for you, for you and only you"" I can feel it in my fingertips, oh (I can feel) And I can taste it in the air (And I'm hoping there's someway I can follow) I know somehow there's something new I've seen it so clearly I can feel your hand on my fingertips I'm seeing, oh, so clear, I know it's for you I see so clear ",Sleeping with Sirens
" The younger me would give anything to be right where we are A future right in front of us, our head up in the stars Might've had some moments when this all seemed crazy Caught up in the life, but it never changed me No, I won't throw it away I ain't in it for the chase, not living for the thrill of the moment Knowing that my head's too strong and my heart's too stubborn to quit Not in it for the chase, not living for any other reason Than knowing I could never walk away, I ain't in it for the chase Life can be a roller coaster, riding highs and lows They can try to tell me I won't make it, but what the hell do they know? I do it 'cause I love it, I was born for this I know this is the reason why I exist So no, I won't let go I ain't in it for the chase, not living for the thrill of the moment Knowing that my head's too strong and my heart's too stubborn to quit Not in it for the chase, not living for any other reason Than knowing I could never walk away, I ain't in it for the chase The hardest part of growing up You can't give up what you believe Keep pressing on, follow your heart Be anything you wanna be I ain't in it for the chase, I ain't in it for the thrill of the moment Knowing that my head's too strong and my heart's too stubborn to quit I ain't in it for the chase, not living for any other reason Than knowing I could never walk, never walk away, I ain't in it for the chase I ain't in it for the chase ",Sleeping with Sirens
" There is no doubt tonight I'm falling, I'm falling so In love with how you are to me For you I would give anything Try and be a man I'm falling, I'm falling so So far from what I thought was clear No, there's no turning back from here Now that we have the world in front of us We're never turning back How could we ever not believe? Now that I have the world in front of me I'm never turning back How could I ever let this go? (Let this go) So many times I fall I'm falling, I fall apart I'm so concerned with pity things It drags me farther down Why do we run from things we're scared of? I see it now, it's all so clear No, there's no turning back from here ",Sleeping with Sirens
" Oh yeah! I've been thinking now for a while That you have got exactly what I need When I see you stop and turning around Goddamn, you got me shaking in my teeth I can't afford the kind of love you sell But I can't afford to ever watch you leave Won't you come and put your sugar on my tongue You got your spell on me And how could I leave this life to another one? Take back, take back those things that I said And how could I lose your heart to another one? Take back, take back those things I've done I'm the only one who knows The secret places that the light don't show, you know (Whoah!) I can't afford the kind of love you own But I sure as hell can't ever let you go Every time I start to tell you no Then you go and take off all your clothes And how could I leave this life to another one? Take back, take back those things that I said And how could I leave your heart to another one? Take back, take back those things I've done Yeah! I know what no one else knows Sure as hell can't ever let you go No I won't let you go Move! ",Sleeping with Sirens
" (1, 2, 3, 4!) Hubcaps and ashtrays I was born, but I wasn't raised The big wheel, the black space Tried my best, but wasn't praised Hell is so close to Heaven Hell is so close to Heaven Hold on, don't look back You know we're better, we're better than that Lost and thrown away You know we're better, we're better than that We are the strays (Whoah), we are the strays Train tracks to the stage Play that role, the one you made Long nights and the worst days Lived it all, but I didn't break Hell is so close to Heaven Hell is so close to Heaven Hold on, don't look back You know we're better, we're better than that Lost and thrown away You know we're better, we're better than that We are the strays (Whoah), we are the strays My whole life, they said I'd be nothing Well I'm something And I would rather be the stray Than be nothing to no one at all ",Sleeping with Sirens
" Hubcaps and ashtrays I was born but I wasn't raised The big wheel the black space Tried my best but wasn't praised Hell is so close to Heaven Hell is so close to Heaven Hold on, don't look back You know we're better, were better than that Lost and thrown away You know we're better, were better than that 'Cause we are the strays, woah-ooh 'Cause we are the strays Train tracks to the stage Play that role, the one you made Long nights, the worst days Lived it all, but I didn't break Hell is so close to Heaven Hell is so close to Heaven Hold on, don't look back You know we're better, were better than that Lost and thrown away You know we're better, were better than that 'Cause we are the strays, woah-ooh 'Cause we are the strays And my whole life they said I'd be nothing But I'm something And I would rather be the stray Than be nothing to no one at all Hubcaps and ashtrays I was born but wasn't raised ",Sleeping with Sirens
" Hard to see when your eyes are closed Hard to love when your heart is broken Live my life out in the cold Days are gone, and now I'm frozen (Wooo-ooh) The wind, it blows Where it stops? Nobody's gonna know, I said (Wooo-ooh) Away we go, where do we stop? Nobody's gonna know, nobody's gonna know I'm in too deep, I sold my soul I'm out of reach, and I can't let go I'm in trouble (Wooo-ooh), I'm in trouble (Wooo-ooh) I made my way, a dead end road I can't turn back, so I walk alone I'm in trouble (Wooo-ooh), I'm in trouble (Wooo-ooh) I'm in, I'm in trouble (Trouble, trouble) Trouble (Trouble, trouble, trouble) Hard to breathe when you lose control Hard to live with the words unspoken I walk away 'cause I got no home Empty hole, and my body's shakin' (Wooo-ooh) The wind will blow Where it stops? Nobody's gonna know, I said (Wooo-ooh) Away we go, where do we stop? Nobody's gonna know, nobody's gonna know ",Sleeping with Sirens
" Get your hands off my neck I'm trying to breathe Peel my skin to the bone Half man and half machine See the ashes and smoke We black out the sky We're born into fire, slaves 'til we die A mouth filled with worms A head filled with dirt We consume and consume It's ourselves that we hurt We're destroying the world Pick the scab 'til it bleeds We laugh in their face, it's the American dream Let my sins wash over me I'm guilty by design We're all part of the system We all wanna be blind We scream in defiance We poison our minds In this desert of silence We'll be buried alive We bathe in the violence One soul at a time Torn from inside, a head filled with lies We ache 'til we break, we see through hollowed eyes The poison is there, right under the skin It's not complicated, they won't let us win Let my sins wash over me I'm guilty by design We're all part of the system We all wanna be blind We scream in defiance We poison our minds In this desert of silence We'll be buried alive We bathe in the violence One soul at a time ",Sleeping with Sirens
" I haven't looked at love the same I used to think it was a game Put on a smile, a happy face But underneath we hide our fangs Now I see if you can love The hardest parts, the worst in us Ain't that what it's all about? With you now I have no doubt In another place, in another life In another space, in another time And for every day that keeps going by We'll be okay if we can try (If we can try) So what about love? And what about trust? Is it still me that you are only thinking of? What about us? Is what we're feeling still enough? So what about love? And what about you? What about me? What about us? What about you and me? [Verse 2: Dorothy, Kellin Quinn , both ] You're the only one for me The only one I still believe Through rise and falls and ups and downs You saved me from myself somehow In my heart, I must confess I haven't always done my best You're still the only one for me Won't give up on you Don't give up on me [Bridge: Kellin Quinn, Dorothy both ] In another place, in another life In another space, in another time We don't have to feel this way anymore And for every day that keeps going by We'll be okay if we can try All we have to do is open the door ",Sleeping with Sirens
" This house of lies is stained in blood Been tearing down our monuments And now our hope has turned to fear And it all seems so unclear A brother kills his own tonight When will we know our wrong from right? To me, it seems that we have lost our sight When we're blinded by our rights And this is so surreal There's a cold hard rain on the mountain top Like a speeding train that'll never stop Just a twist of the knife for a bastard son It's a mother's love in a war that can't be won In a war that can't be won Poison water from the well to drink Shots rain down in our city streets And are we the land of the free? Was it made for you and me? And this is so surreal There's a cold hard rain on the mountain top Like a speeding train that'll never stop Just a twist of the knife for a bastard son It's a mother's love in a war that can't be won In a war that can't be won It can't be won In a war that can't be won Take the weight off your shoulders, our crosses to bear There's a black sun rising, you can feel it in the air When we make our way to those pearly gates Will we walk right in? This is judgment day ",Sleeping with Sirens
" Yeah! Yo Zakk! Turn up my fucking headphones! Yeah What's the point of ever starting this? Why even put my heart in it? You see us as a waste of time Saying ""Give up now, you're gonna fall behind"" No! I just can't stop You talk the game But can you walk the walk? When ash is ashes And dust is dirt I'm gonna be the one that's gonna make you hurt Sell us the world but we ain't selling out Said we like it loud Yeah we want that rock and roll sound No, don't wanna hear no songs on the radio Pump it through my stereo now Yeah I said we like it loud Turn it up Don't ever turn me down No don't wanna hear another song on the radio Pump it through my stereo now now now I said we like it loud Yeah, louder than this (We get pissed?) See a whole revolution of these fucked up kids And all it takes is one So it starts like this No! You've gone way too far We won't give up or let it fall apart When ash is ashes And dust is dirt We're gonna be the one that's gonna make you hurt ",Sleeping with Sirens
" Ye-ee, yeah Don't wake me up If I'm sleeping this life away Tell me that I'll never be good enough Sometimes it hurts to think it could really be that way It won't be that way I'm tired and I'm lost, I don't wanna be found I put my heart and my soul and strength in this now So forgive me, 'cause I won't forget that Yeah, this world has changed me, so you know when you ask me Who are you now? Did you say what you want? Don't go back to the start I'm asking, who are you now? Did they break you apart? Won't you fight back for what you want? Sometimes you gotta fall before you fly We're gonna work it out Ye-ee, yeah Don't, don't, don't wake me up 'Cause I hate who I am today So come on, come on and just take, take, take what you want Is it now what we're living for? We're always wanting more You made me hate my own reflection, question every choice I make So I could try to be perfect, but I won't try to be fake So forgive me, 'cause I really could care less that This world has changed me, so you know when you ask me Who are you now? Did you say what you want? Don't go back to the start I'm asking, who are you now? Did they break you apart? Won't you fight back for what you want? ",Sleeping with Sirens
" Ooh, yeah, oh-oh-oh Don't wake me up if I'm sleeping this life away Tell me that I'll never be good enough Sometimes it hurts to think it could really be that way It won't be that way I'm tired and I'm lost I don't wanna be found I put my heart and my soul And strength in this now So forgive me 'cause I won't forget that Yeah, this world has changed me So you know when you ask me Who are you now? Don't you say what you want? Don't go back to the start I'm asking, who are you now? Did they break you apart? Won't you fight back for what you want? Sometimes you gotta fall before you fly We're gonna work it out Ooh, yeah-yeah, ooh-ooh-ooh Don't, don't, don't wake me up 'Cause I hate who I am today So come on, come on And just take, take, take what you want Isn't that what we're living for? We're always wanting more You made me hate my own reflection Question every choice I make So I could try to be perfect But I won't try to be fake So forgive me 'cause I really could care less that This world has changed me So you know when you ask me ",Sleeping with Sirens
" True friends lie underneath these witty words I don't believe I can't believe a damn thing they say anymore Lie, liar, you'll pay for your sins Now, liar, I know all the places you've been, lie Forgiveness, this taste all but poisons my mouth I scream, but nothing, nothing will come out (You've gone too far) So tell me, how does it feel? How does it feel to be like you? I think your mouth should be quiet 'Cause it never tells the truth So tell me, so tell me why Why does it have to be this way? Why can't things ever change? Falling over and over again Oh, why does it have to be this way? From the place I was, to the place I am, to the place I want to be For the mountains I've been climbing over and under and over From the place that I was to the man I’ve become I'll be there to see the tower you’ll fall from No, this kingdom isn't quite what it may seem You’re an illusion, you’ll never be king So tell me, how does it feel? How does it feel to be like you? I think your mouth should be quiet 'Cause it never tells the truth So tell me, so tell me why Why does it have to be this way? Why can't things ever change? Sometimes things are better left unsaid But this time, you'll get what you give (True friends lie underneath these witty words I don't believe I can't believe a damn thing they say anymore) Come down (Come down), come down from your tower (Falling over and over again) Come down (Come down), come down from your tower ",Sleeping with Sirens
" True friends lie underneath The witty words I don't believe I can't believe a damn thing they say, anymore Lie! Lie! Liar! Liar, you'll pay for your sins Lie! Lie! Liar! Liar, you'll pay for your sins So tell me how does it feel How does it feel to be like you? I think your mouth should be quiet 'Cause it never tells the truth now So tell me, so tell me why Why does it have to be this way? Why can't things ever change? I'm falling over, and over again From all the words that you have said It's written on my heart for everyone to see From the place I was, to the place I am, to the place I wanna be For the mountains I've been climbin' over and under and over, yeah So tell me how does it feel How does it feel to be like you? I think your mouth should be quiet' 'Cause it never tells the truth now So tell me, so tell me why Why does it have to be this way? Why can't things ever change? (Vocalizing) So come down, come down from your tower So come down, come down from your tower, ooh So come down, come down from your tower, ooh So come down, come down from your tower, yeah, yeah, yeah, yeah, yeah So come down, come down from your tower So come down, come down from your tower Won't you please coming down Oh, come down Thank you ",Sleeping with Sirens
" Yeah, oh I know that hope weighs on your mind, lost within the seams It seems like we lose ourselves in between But the harder things become, the harder you push away Oh baby, yeah, baby, it kills me You said it, you said it I'll take you at your word Promises that you can't keep It's getting harder to hold on You said it, you said it Don't ever let me fall Don't give up because you're losing You haven't lost In time you'll find that we can sober up Clean up any dirt so we can open up These wounds have been open for forever now Come on, be strong Your mind has gotten the best of you You've done enough and you are enough Let's fall asleep tonight I'll hold you close and show you you're not broken (Broken) You said it, you said it I'll take you at your word Promises that you can't keep It's getting harder to hold on You said it, you said it Don't ever let me fall Don't give up because you're losing (Losing, losing, losing, losing, losing...) (Hold on, hold on) (Hold, just hold on) Don't you think if it's meant to be, it will be? Don't you think things will work out eventually? Eventually? Hold on ",Sleeping with Sirens
" I found a love that swept me off of my feet Found a baby, she's the finest thing this boy had ever seen She'd pick you up and make you wanna fall hard When I step out on the scene, they shout, ""Oh my God!"" She's so unreal, she lets me take her home And let my body love your body, baby, all night long I wanna write a song about you now, yeah Something that would make you wanna start I wanna write a song about you now, yeah Something from the bottom of my heart I wanna take ya home I wanna take ya home Damn, this girl, can't find nobody like her She is everything I want and I'd do anything for her I'd beg, beg, and beg, make me believe that there is no one else I need When you satisfy me I'll take you home, we can be alone And let my body show you lovin' like its never ever known I wanna write a song about you now, yeah Something that would make you wanna start I wanna write a song about you now, yeah Something from the bottom of my heart I wanna take ya home tonight, alone Take you places you've never known Keep you coming right back for more Keep you coming right back for more I wanna take ya home tonight, alone Take you places you've never known Keep you coming right back for more Keep you coming right back for more, more, more ",Sleeping with Sirens
" Ricky was a young boy, he had a heart of stone Lived 9 to 5 and he worked his fingers to the bone Just barely get out of school, came from the edge of town Fought like a switchblade so no one could take him down, oh no He had no money, oh, no good at home He walked the streets as soldier and he fought the world alone 18 and life, you got it, 18 and life, you know Your crime is time and it's 18 and life to go 18 and life, you got it, 18 and life, you know Your crime is time and it's 18 and life to go Tequila in his heartbeat, his veins burned gasoline He kept his motor running, but it never kept him clean They say he loved adventure, ""Ricky's the wild one"" He married trouble and had a courtship with a gun Bang bang, shoot 'em up, the party never ends You can't think of dying when the bottle's your best friend And now it's 18 and life, you got it, 18 and life, you know Your crime is time and it's 18 and life to go 18 and life, you got it, 18 and life, you know Your crime is time and it's 18 and life to go ""Accidents will happen"", they all heard Ricky say He fired his six-shot to the wind, that child blew a child away 18 and life, you got it, 18 and life, you know Your crime is time and it's 18 and life to go 18 and life, you got it, 18 and life, you know Your crime is time and it's 18 and life to go ",Asking Alexandria
" This isn't over, baby, don't believe a word they said But then she takes a moment to ponder To wonder what could've been given another chance To find a light in the darkness and a way out of this If only she could see what I could see She takes a moment to stumble to her feet If only I was there to hold her hand If only she saw what I saw She'd get out of this one, she'd get out of here What burns the most is that you lied right to my face And still, I hold your hand to set you free What burns the most is that you lied right to my face And still, I hold your hand to set you free, to set you free With eyes closed, her heart breaks And through it all, she brought this on herself, on herself With eyes closed, her heart breaks And through it all, she brought this on herself, on herself For me, for you, the fallen, save her For us, for them, for good, save her For me, for you, the fallen, save her For us, for them, for good, save her (Save her) Save her She falls beside me (She falls, she falls) She brought this on herself She falls, she falls (She falls beside me) She falls beside me! She falls, she falls She falls, she falls beside me (She falls, she falls) She falls, she falls beside me (She falls) This song's for you ",Asking Alexandria
" This isn't over, baby, don't believe a word they said But then she takes a moment to ponder To wonder what could've been given another chance To find a light in the darkness and a way out of this If only she could see what I could see She takes a moment to stumble to her feet If only I was there to hold your hand If only she saw what I saw She'd get out of this one, she'd get out of here What burns the most is that you lied right to my face And still, I hold your hand to set you free What burns the most is that you lied right to my face Oh, to set you free (to set you free) With еyes closed, her hеart breaks And through it all, she brought this on herself, on herself With eyes closed, her heart breaks And through it all, she brought this on herself, on herself For me, for you, the fallen, save her For me, for us, for good, save her For me, for you, the fallen, save her For me, for us, for good, save her for me She falls beside me (She falls, she falls) She brought this on herself She falls, she falls (She falls beside me) She falls beside me! She falls, she falls She falls, she falls beside me (She falls, she falls) She falls, she falls beside me (She falls) To set you free With eyes closed, her heart breaks And through it all, she brought this on herself, on herself With eyes closed, her heart breaks And through it all, she brought this on herself, on herself ",Asking Alexandria
